techs,parameters,2023,2025,2030,2035,2040,2045,2050
oil,flow_cap_new_max_rate,0,10,10,10,10,10,10
coal,flow_cap_new_max_rate,0,10,10,10,10,10,10
ccgt,flow_cap_new_max_rate,0,10,10,10,10,10,10
waste,flow_cap_new_max_rate,0,10,10,10,10,10,10
bioenergy,flow_cap_new_max_rate,0,10,10,10,10,10,10
nuclear,flow_cap_new_max_rate,0,10,10,10,10,10,10
onshore_wind,flow_cap_new_max_rate,0,10,10,10,10,10,10
offshore_wind,flow_cap_new_max_rate,0,10,10,10,10,10,10
pv,flow_cap_new_max_rate,0,10,10,10,10,10,10
hydropower,flow_cap_new_max_rate,0,10,10,10,10,10,10
tidal,flow_cap_new_max_rate,0,10,10,10,10,10,10
battery_li,flow_cap_new_max_rate,0,10,10,10,10,10,10
battery_phs,flow_cap_new_max_rate,0,10,10,10,10,10,10
import_electricity,flow_cap_new_max_rate,0,10,10,10,10,10,10
export_electricity,flow_cap_new_max_rate,0,10,10,10,10,10,10
