reference,Diversity of options to eliminate fossil fuels and reach carbon neutrality across the entire European energy system - ScienceDirect,,,
comment,Regional 2016 demand for electrifying transport,,,
nodes,CON,LEI,MUN,ULS
techs,demand_electrified_transport,demand_electrified_transport,demand_electrified_transport,demand_electrified_transport
parameters,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals
timesteps,,,,
2016/02/26 14:00,346436.2668,1614167.325,782361.7168,189897.2358
2016/02/26 15:00,333279.0904,1552863.454,752648.6869,182685.198
2016/02/26 16:00,361124.9396,1682606.972,815533.3456,197948.7553
2016/02/26 17:00,395776.3123,1844059.796,893787.0102,216942.7248
2016/02/26 18:00,441378.0529,2056534.201,996770.0393,241939.0815
2016/02/26 19:00,474888.4102,2212670.636,1072446.933,260307.6093
2016/02/26 20:00,446996.9203,2082714.463,1009459.204,245019.0344
2016/02/26 21:00,412981.1355,1924223.064,932640.8958,226373.4591
2016/02/26 22:00,360150.4278,1678066.382,813332.5925,197414.5817
2016/02/26 23:00,297360.7678,1385507.469,671533.8524,162996.7566
2016/02/27 00:00,251838.4757,1173403.242,568730.2429,138043.9491
2016/02/27 01:00,193923.91,903559.0935,437940.9944,106298.3815
2016/02/27 02:00,162789.4006,758492.5615,367629.5099,89232.16233
2016/02/27 03:00,154625.6461,720454.7834,349193.1923,84757.24278
2016/02/27 04:00,161770.0935,753743.2541,365327.5946,88673.43441
2016/02/27 05:00,155098.111,722656.1622,350260.1663,85016.22197
2016/02/27 06:00,147331.5989,686469.2751,332720.9467,80759.04879
2016/02/27 07:00,178291.9978,830724.5655,402639.2351,97729.83024
2016/02/27 08:00,215888.8809,1005901.549,487544.7858,118338.3659
2016/02/27 09:00,236323.2006,1101112.167,533691.8869,129539.3319
2016/02/27 10:00,280157.635,1305352.077,632683.7843,153566.9489
2016/02/27 11:00,332061.162,1547188.701,749898.2227,182017.5969
2016/02/27 12:00,356554.116,1661309.912,805210.9928,195443.2821
2016/02/27 13:00,367332.909,1711532.065,829552.8872,201351.6214
2016/02/27 14:00,404553.6796,1884956.61,913609.0578,221753.993
2016/02/27 15:00,456748.7994,2128151.867,1031482.004,250364.4761
2016/02/27 16:00,474691.4793,2211753.067,1072002.202,260199.6627
2016/02/27 17:00,479478.6732,2234058.272,1082813.186,262823.7381
2016/02/27 18:00,465908.1956,2170828.686,1052166.793,255385.1515
2016/02/27 19:00,465629.2807,2169529.125,1051536.916,255232.2657
2016/02/27 20:00,419227.1388,1953325.371,946746.3297,229797.1733
2016/02/27 21:00,411596.7034,1917772.513,929514.4139,225614.5898
2016/02/27 22:00,385550.2779,1796413.137,870693.4182,211337.3773
2016/02/27 23:00,361557.6802,1684623.261,816510.6097,198185.9598
2016/02/28 00:00,327032.2418,1523757.209,738541.3442,179261.0205
2016/02/28 01:00,269139.6513,1254015.45,607801.7224,147527.4985
2016/02/28 02:00,226992.2294,1057635.92,512619.6283,124424.6086
2016/02/28 03:00,204544.6513,953044.8291,461925.9583,112120.0856
2016/02/28 04:00,180492.8899,840979.289,407609.5396,98936.23779
2016/02/28 05:00,166324.0131,774961.5529,375611.773,91169.64173
2016/02/28 06:00,155172.4883,723002.712,350428.1335,85056.9915
2016/02/28 07:00,160083.0809,745882.8747,361517.7914,87748.70727
2016/02/28 08:00,177812.7713,828491.6821,401556.9914,97467.14473
2016/02/28 09:00,222489.0216,1036653.905,502449.973,121956.1987
2016/02/28 10:00,268812.5602,1252491.419,607063.0481,147348.2052
2016/02/28 11:00,292204.223,1361481.329,659888.7573,160170.2234
2016/02/28 12:00,325164.3572,1515054.084,734323.0751,178237.1493
2016/02/28 13:00,347495.2982,1619101.722,784753.3418,190477.7383
2016/02/28 14:00,387806.1078,1806923.835,875787.7894,212573.8987
2016/02/28 15:00,412212.0065,1920639.424,930903.9614,225951.865
2016/02/28 16:00,425157.0386,1980954.841,960137.9028,233047.617
2016/02/28 17:00,446959.7317,2082541.188,1009375.22,244998.6496
2016/02/28 18:00,455639.9014,2122985.124,1028977.765,249756.6395
2016/02/28 19:00,424345.6498,1977174.298,958305.5324,232602.8584
2016/02/28 20:00,375642.8826,1750251.129,848319.4131,205906.6902
2016/02/28 21:00,331599.6846,1545038.517,748856.0621,181764.6405
2016/02/28 22:00,288749.9043,1345386.454,652087.8224,158276.7565
2016/02/28 23:00,286474.6348,1334785.181,646949.5507,157029.5794
2016/02/29 00:00,269701.7071,1256634.264,609071.0206,147835.5864
2016/02/29 01:00,228757.8452,1065862.54,516606.9424,125392.4217
2016/02/29 02:00,196784.9007,916889.4464,444402.0085,107866.6187
2016/02/29 03:00,175623.7119,818292.0916,396613.409,96267.22324
2016/02/29 04:00,162081.1258,755192.4623,366030.0033,88843.92518
2016/02/29 05:00,164336.1105,765699.2221,371122.4658,90079.9833
2016/02/29 06:00,218341.6416,1017329.816,493083.8885,119682.834
2016/02/29 07:00,288475.2153,1344106.583,651467.4887,158126.1872
2016/02/29 08:00,377493.8633,1758875.493,852499.5079,206921.2956
2016/02/29 09:00,425906.728,1984447.906,961830.9366,233458.5553
2016/02/29 10:00,461688.9739,2151169.862,1042638.467,253072.4071
2016/02/29 11:00,451062.3163,2101656.56,1018640.142,247247.46
2016/02/29 12:00,400586.3265,1866471.329,904649.5305,219579.309
2016/02/29 13:00,352342.501,1641686.529,795699.8457,193134.7073
2016/02/29 14:00,346225.8128,1613186.747,781886.4457,189781.8765
2016/02/29 15:00,345931.6844,1611816.3,781222.2115,189620.6516
2016/02/29 16:00,383561.5301,1787146.868,866202.2022,210247.2556
2016/02/29 17:00,457735.1439,2132747.59,1033709.48,250905.1358
2016/02/29 18:00,488245.8982,2274907.829,1102612.329,267629.4468
2016/02/29 19:00,493948.4401,2301477.959,1115490.457,270755.2655
2016/02/29 20:00,474315.3668,2210000.628,1071152.822,259993.4986
2016/02/29 21:00,420460.2808,1959071.009,949531.1509,230473.1136
2016/02/29 22:00,373779.224,1741567.694,844110.6876,204885.1354
2016/02/29 23:00,311097.7492,1449512.854,702556.2635,170526.6114
2016/03/01 00:00,255370.5525,1189860.419,576706.78,139980.0387
2016/03/01 01:00,212414.2774,989712.1603,479698.0417,116433.7801
2016/03/01 02:00,185284.3098,863304.1843,418430.0681,101562.6296
2016/03/01 03:00,164234.6869,765226.6541,370893.4195,90024.38848
2016/03/01 04:00,154769.3295,721124.2546,349517.6745,84836.0021
2016/03/01 05:00,164659.8208,767207.5013,371853.5052,90257.42343
2016/03/01 06:00,202522.9409,943624.9756,457360.3023,111011.8955
2016/03/01 07:00,254445.9074,1185552.175,574618.6413,139473.1992
2016/03/01 08:00,284851.0121,1327220.157,643282.9013,156139.5991
2016/03/01 09:00,361715.732,1685359.68,816867.5402,198272.5951
2016/03/01 10:00,396984.0983,1849687.292,896514.5698,217604.7664
2016/03/01 11:00,363956.3484,1695799.492,821927.5545,199500.7773
2016/03/01 12:00,357411.1454,1665303.11,807146.434,195913.0584
2016/03/01 13:00,338632.566,1577807.163,764738.5135,185619.6778
2016/03/01 14:00,315677.0247,1470849.294,712897.7034,173036.7174
2016/03/01 15:00,302593.3804,1409888.035,683350.7322,165864.9859
2016/03/01 16:00,347296.677,1618176.276,784304.7928,190368.8651
2016/03/01 17:00,384517.4475,1791600.821,868360.9634,210771.2367
2016/03/01 18:00,451594.7902,2104137.541,1019842.635,247539.3328
2016/03/01 19:00,489287.1805,2279759.526,1104963.871,268200.2203
2016/03/01 20:00,482983.7038,2250389.431,1090728.644,264745.0024
2016/03/01 21:00,420322.5137,1958429.104,949220.0296,230397.5973
2016/03/01 22:00,396617.2829,1847978.171,895686.1857,217403.6985
2016/03/01 23:00,344008.862,1602857.2,776879.8756,188566.6665
2016/03/02 00:00,273614.9676,1274867.509,617908.3899,149980.6198
2016/03/02 01:00,230167.6333,1072431.234,519790.6858,126165.1897
2016/03/02 02:00,199929.0323,931539.0514,451502.4435,109590.0581
2016/03/02 03:00,177281.9878,826018.5768,400358.3158,97176.19851
2016/03/02 04:00,169244.1675,788567.5705,382206.3974,92770.3092
2016/03/02 05:00,161528.3672,752616.9673,364781.701,88540.93343
2016/03/02 06:00,200234.1483,932960.6932,452191.4911,109757.3058
2016/03/02 07:00,290529.0432,1353676.083,656105.6761,159251.9823
2016/03/02 08:00,329663.339,1536016.408,744483.1867,180703.2428
2016/03/02 09:00,365080.4599,1701037.12,824466.1509,200116.9532
2016/03/02 10:00,378712.6369,1764554.184,855251.8808,207589.36
2016/03/02 11:00,370166.0082,1724732.462,835950.9135,202904.57
2016/03/02 12:00,351596.1924,1638209.217,794014.4467,192725.6221
2016/03/02 13:00,335757.207,1564409.863,758245.0512,184043.5647
2016/03/02 14:00,323222.0953,1506004.408,729936.8386,177172.5085
2016/03/02 15:00,330793.367,1541281.602,747035.1441,181322.6617
2016/03/02 16:00,355067.4151,1654382.854,801853.556,194628.3548
2016/03/02 17:00,429451.4828,2000964.154,969836.1044,235401.5942
2016/03/02 18:00,498208.2312,2321325.811,1125110.401,273090.2478
2016/03/02 19:00,515571.9514,2402229.436,1164323.126,282608.0806
2016/03/02 20:00,477658.1196,2225575.678,1078701.806,261825.8111
2016/03/02 21:00,419198.4021,1953191.477,946681.4333,229781.4214
2016/03/02 22:00,357752.6049,1666894.089,807917.5565,196100.2276
2016/03/02 23:00,315266.2591,1468935.394,711970.066,172811.5584
2016/03/03 00:00,263349.209,1227035.761,594725.088,144353.4977
2016/03/03 01:00,220070.914,1025387.099,496989.1278,120630.7256
2016/03/03 02:00,210653.7328,981509.1691,475722.1798,115468.7468
2016/03/03 03:00,194967.7279,908422.6049,440298.2625,106870.5449
2016/03/03 04:00,184363.8906,859015.6306,416351.473,101058.1067
2016/03/03 05:00,186950.1924,871066.1121,422192.1533,102475.7745
2016/03/03 06:00,221264.3316,1030947.648,499684.2391,121284.8913
2016/03/03 07:00,280048.6046,1304844.066,632437.5595,153507.1844
2016/03/03 08:00,345236.0875,1608575.272,779651.3357,189239.3638
2016/03/03 09:00,385746.3635,1797326.768,871136.241,211444.8606
2016/03/03 10:00,421127.9861,1962182.081,951039.0389,230839.1128
2016/03/03 11:00,381318.3782,1776695.241,861136.4617,209017.6835
2016/03/03 12:00,357816.8398,1667193.382,808062.6191,196135.4376
2016/03/03 13:00,339449.8712,1581615.273,766584.2449,186067.6794
2016/03/03 14:00,317543.2189,1479544.544,717112.1552,174059.662
2016/03/03 15:00,310989.564,1449008.781,702311.9475,170467.3102
2016/03/03 16:00,334789.4568,1559900.778,756059.5679,183513.0975
2016/03/03 17:00,383277.544,1785823.678,865560.8726,210091.5901
2016/03/03 18:00,456205.338,2125619.69,1030254.698,250066.5806
2016/03/03 19:00,493686.4291,2300257.159,1114898.754,270611.6455
2016/03/03 20:00,457091.1041,2129746.783,1032255.036,250552.1087
2016/03/03 21:00,390736.4046,1820577.109,882405.3184,214180.1256
2016/03/03 22:00,329850.9727,1536890.659,744906.9223,180806.0932
2016/03/03 23:00,292663.1648,1363619.699,660925.1917,160421.7899
2016/03/04 00:00,260801.7863,1215166.431,588972.2087,142957.1412
2016/03/04 01:00,218002.7177,1015750.652,492318.4922,119497.0546
2016/03/04 02:00,173740.6138,809518.0808,392360.7829,95235.01279
2016/03/04 03:00,161934.0616,754507.2389,365697.8861,88763.3127
2016/03/04 04:00,149316.1207,695715.8537,337202.6191,81846.85406
2016/03/04 05:00,139584.5263,650372.9634,315225.6276,76512.53129
2016/03/04 06:00,180019.5798,838773.9721,406540.6569,98676.7953
2016/03/04 07:00,268722.1242,1252070.046,606858.8152,147298.6332
2016/03/04 08:00,352263.0526,1641316.351,795520.4261,193091.1581
2016/03/04 09:00,396121.1525,1845666.527,894565.7676,217131.7472
2016/03/04 10:00,458727.4048,2137370.879,1035950.316,251449.0384
2016/03/04 11:00,459659.6567,2141714.566,1038055.633,251960.0474
2016/03/04 12:00,423181.814,1971751.581,955677.2263,231964.9079
2016/03/04 13:00,394644.5939,1838786.726,891231.2354,216322.3793
2016/03/04 14:00,360232.4119,1678448.374,813517.7382,197459.5209
2016/03/04 15:00,340077.0071,1584537.318,768000.5144,186411.4407
2016/03/04 16:00,352470.1257,1642281.177,795988.0622,193204.6641
2016/03/04 17:00,395552.3352,1843016.208,893281.1997,216819.9529
2016/03/04 18:00,421993.4675,1966214.661,952993.5673,231313.5219
2016/03/04 19:00,430042.2753,2003716.862,971170.299,235725.434
2016/03/04 20:00,434608.8729,2024994.232,981483.1082,238228.5907
2016/03/04 21:00,377780.385,1760210.498,853146.5637,207078.3509
2016/03/04 22:00,315251.0456,1468864.509,711935.709,172803.2191
2016/03/04 23:00,274726.4013,1280046.066,620418.3555,150589.8464
2016/03/05 00:00,240527.2087,1120700.107,543185.8556,131843.7371
2016/03/05 01:00,194780.9395,907552.2923,439876.4356,106768.1578
2016/03/05 02:00,169348.1267,789051.9526,382441.1699,92827.29388
2016/03/05 03:00,160933.3488,749844.5689,363437.9628,88214.77716
2016/03/05 04:00,163088.6003,759886.6368,368305.1964,89396.16704
2016/03/05 05:00,161194.5145,751061.4313,364027.757,88357.93382
2016/03/05 06:00,163767.2932,763048.9037,369837.8978,89768.18903
2016/03/05 07:00,166278.3725,774748.8974,375508.7022,91144.62406
2016/03/05 08:00,180858.0149,842680.5334,408434.1063,99136.37913
2016/03/05 09:00,212482.7383,990031.1436,479852.6479,116471.3066
2016/03/05 10:00,251322.0605,1170997.084,567564.0156,137760.8789
2016/03/05 11:00,311438.3634,1451099.894,703325.4773,170713.3173
2016/03/05 12:00,377351.8703,1758213.898,852178.8431,206843.4628
2016/03/05 13:00,427620.7869,1992434.303,965701.8189,234398.1077
2016/03/05 14:00,417944.1303,1947347.387,943848.8942,229093.8988
2016/03/05 15:00,401259.103,1869606.029,906168.8709,219948.088
2016/03/05 16:00,421228.5645,1962650.711,951266.1765,230894.2443
2016/03/05 17:00,443345.6708,2065702.018,1001213.537,243017.621
2016/03/05 18:00,414204.1351,1929921.446,935402.8123,227043.8399
2016/03/05 19:00,372575.6639,1735959.888,841392.6716,204225.4102
2016/03/05 20:00,323809.507,1508741.364,731263.3984,177494.4952
2016/03/05 21:00,303217.9807,1412798.266,684761.2756,166207.3573
2016/03/05 22:00,271160.5165,1263431.366,612365.4697,148635.2252
2016/03/05 23:00,259503.5642,1209117.561,586040.4162,142245.5275
2016/03/06 00:00,227312.5589,1059128.447,513343.0328,124600.1956
2016/03/06 01:00,219382.0787,1022177.575,495433.5217,120253.1441
2016/03/06 02:00,206907.8212,964055.6612,467262.7369,113415.4448
2016/03/06 03:00,192082.2265,894978.048,433781.8956,105288.8723
2016/03/06 04:00,188687.0715,879158.8375,426114.571,103427.8358
2016/03/06 05:00,193159.8523,899999.082,436215.5124,105879.5673
2016/03/06 06:00,181451.3429,845445.0557,409774.027,99461.60882
2016/03/06 07:00,167669.5662,781230.9538,378650.4538,91907.19965
2016/03/06 08:00,178991.8206,833985.284,404219.6545,98113.43448
2016/03/06 09:00,196754.4737,916747.6761,444333.2946,107849.9403
2016/03/06 10:00,242428.9012,1129560.755,547480.4735,132886.1399
2016/03/06 11:00,326214.0915,1519945.162,736693.7042,178812.5557
2016/03/06 12:00,357126.3141,1663975.982,806503.1956,195756.9296
2016/03/06 13:00,394593.0369,1838546.504,891114.8035,216294.1186
2016/03/06 14:00,409869.1214,1909723.106,925612.9921,224667.6247
2016/03/06 15:00,457157.0294,2130053.953,1032403.916,250588.2453
2016/03/06 16:00,465433.1951,2168615.493,1051094.093,255124.7824
2016/03/06 17:00,448656.0414,2090444.886,1013206.019,245928.473
2016/03/06 18:00,446376.546,2079823.923,1008058.204,244678.9794
2016/03/06 19:00,444168.0471,2069533.756,1003070.721,243468.4023
2016/03/06 20:00,407674.9909,1899499.887,920657.9574,223464.9235
2016/03/06 21:00,357766.9732,1666961.036,807950.0047,196108.1035
2016/03/06 22:00,341698.0943,1592090.528,771661.4376,187300.0312
2016/03/06 23:00,317103.7166,1477496.75,716119.6212,173818.7512
2016/03/07 00:00,275627.3809,1284244.044,622453.05,151083.7137
2016/03/07 01:00,240268.5786,1119495.059,542601.7875,131701.9703
2016/03/07 02:00,207163.9157,965248.8952,467841.0788,113555.8217
2016/03/07 03:00,200018.6232,931956.4864,451704.7677,109639.1668
2016/03/07 04:00,176512.8588,822434.9369,398621.3815,96754.60448
2016/03/07 05:00,165532.0638,771271.5852,373823.3033,90735.53886
2016/03/07 06:00,205793.0068,958861.3524,464745.1364,112804.3651
2016/03/07 07:00,291008.2697,1355908.966,657187.9198,159514.6678
2016/03/07 08:00,353054.1566,1645002.381,797306.9871,193524.7976
2016/03/07 09:00,407698.6564,1899610.153,920711.4015,223477.8956
2016/03/07 10:00,423255.3461,1972094.193,955843.2848,232005.2141
2016/03/07 11:00,389065.4508,1812791.553,878631.7808,213264.201
2016/03/07 12:00,337913.3036,1574455.869,763114.1936,185225.4179
2016/03/07 13:00,332610.5398,1549748.444,751138.8901,182318.7355
2016/03/07 14:00,330252.4411,1538761.24,745813.5639,181026.156
2016/03/07 15:00,351189.6528,1636315.008,793096.3528,192502.7796
2016/03/07 16:00,397911.279,1854007.35,898608.4346,218112.9957
2016/03/07 17:00,506666.9594,2360737.974,1144212.862,277726.8556
2016/03/07 18:00,526316.0914,2452290.129,1188586.763,288497.425
2016/03/07 19:00,552730.1775,2575362.564,1248238.051,302976.1688
2016/03/07 20:00,510155.086,2376990.372,1152090.145,279638.8541
2016/03/07 21:00,451343.7668,2102967.936,1019275.746,247401.7356
2016/03/07 22:00,384209.796,1790167.365,867666.1897,210602.5991
2016/03/07 23:00,324267.6035,1510875.796,732297.9241,177745.5985
2016/03/08 00:00,264838.4455,1233974.633,598088.251,145169.8149
2016/03/08 01:00,222134.8842,1035003.856,501650.2197,121762.0801
2016/03/08 02:00,183519.5391,855081.5028,414444.6626,100595.2798
2016/03/08 03:00,162479.2135,757047.2914,366929.01,89062.13484
2016/03/08 04:00,160023.9172,745607.21,361384.181,87716.27696
2016/03/08 05:00,149239.2078,695357.4897,337028.9256,81804.69466
2016/03/08 06:00,185730.5736,865383.4831,419437.8717,101807.2468
2016/03/08 07:00,257783.589,1201103.597,582156.1729,141302.732
2016/03/08 08:00,354578.8914,1652106.652,800750.3163,194360.5731
2016/03/08 09:00,379447.958,1767980.301,856912.4664,207992.4224
2016/03/08 10:00,384892.7149,1793349.322,869208.4347,210976.9376
2016/03/08 11:00,369623.392,1722204.224,834725.5159,202607.1377
2016/03/08 12:00,367836.6462,1713879.153,830690.4838,201627.7423
2016/03/08 13:00,365372.0528,1702395.753,825124.6589,200276.7883
2016/03/08 14:00,337471.2658,1572396.261,762115.9335,184983.1172
2016/03/08 15:00,333462.498,1553718.014,753062.879,182785.732
2016/03/08 16:00,366919.6079,1709606.351,828619.5236,201125.0725
2016/03/08 17:00,421319.0006,1963072.084,951470.4094,230943.8164
2016/03/08 18:00,487726.1022,2272485.918,1101438.467,267344.5234
2016/03/08 19:00,538822.4664,2510561.69,1216830.079,295352.7294
2016/03/08 20:00,521473.1145,2429725.012,1177649.802,285842.7725
2016/03/08 21:00,451490.831,2103653.159,1019607.863,247482.3481
2016/03/08 22:00,383816.7795,1788336.164,866778.6353,210387.1692
2016/03/08 23:00,311831.3799,1452931.095,704213.0317,170928.7472
2016/03/09 00:00,248794.9225,1159222.267,561856.9456,136375.6413
2016/03/09 01:00,224033.1959,1043848.752,505937.2028,122802.6298
2016/03/09 02:00,196180.5851,914073.7294,443037.2744,107535.3662
2016/03/09 03:00,175330.4287,816925.5827,395951.0835,96106.46156
2016/03/09 04:00,167668.721,781227.0157,378648.5451,91906.73636
2016/03/09 05:00,166325.7035,774969.4291,375615.5905,91170.56831
2016/03/09 06:00,207671.0337,967611.7347,468986.3102,113833.7958
2016/03/09 07:00,247915.918,1155126.679,559871.8777,135893.8196
2016/03/09 08:00,309520.6122,1442164.423,698994.5937,169662.1119
2016/03/09 09:00,379513.8833,1768287.471,857061.3465,208028.559
2016/03/09 10:00,414880.2924,1933071.898,936929.7875,227414.472
2016/03/09 11:00,437628.7605,2039064.941,988302.9614,239883.9264
2016/03/09 12:00,392728.5331,1829859.13,886904.1693,215272.1005
2016/03/09 13:00,374701.3335,1745864.124,846193.1001,205390.5849
2016/03/09 14:00,350373.1928,1632510.836,791252.5302,192055.2413
2016/03/09 15:00,321808.9265,1499419.962,726745.4603,176397.8874
2016/03/09 16:00,336232.2075,1566623.056,759317.7514,184303.9338
2016/03/09 17:00,439409.5899,2047362.446,992324.6325,240860.0787
2016/03/09 18:00,508266.9167,2368192.733,1147826.067,278603.8639
2016/03/09 19:00,548184.7098,2554183.645,1237972.96,300484.5943
2016/03/09 20:00,494831.6706,2305593.238,1117485.068,271239.4037
2016/03/09 21:00,430169.9,2004311.51,971458.5156,235795.3908
2016/03/09 22:00,364393.315,1697835.472,822914.3622,199740.2983
2016/03/09 23:00,317937.9258,1481383.621,718003.527,174276.0185
2016/03/10 00:00,275942.6392,1285712.942,623165.0023,151256.5209
2016/03/10 01:00,214079.3148,997470.15,483458.2182,117346.4617
2016/03/10 02:00,189558.4693,883218.9834,428082.4604,103905.4879
2016/03/10 03:00,170986.9631,796687.8623,386142.1762,93725.61348
2016/03/10 04:00,166274.9917,774733.1451,375501.0673,91142.7709
2016/03/10 05:00,173736.3878,809498.3905,392351.2393,95232.69634
2016/03/10 06:00,188043.0317,876158.0313,424660.1271,103074.8087
2016/03/10 07:00,251677.0431,1172651.072,568365.6776,137955.4607
2016/03/10 08:00,316295.7086,1473731.959,714294.8858,173375.8458
2016/03/10 09:00,368151.9046,1715348.051,831402.436,201800.5496
2016/03/10 10:00,381648.0049,1778231.087,861880.8622,209198.3667
2016/03/10 11:00,384454.903,1791309.404,868219.7182,210736.9533
2016/03/10 12:00,349691.1191,1629332.817,789712.1939,191681.3661
2016/03/10 13:00,322884.0166,1504429.182,729173.351,176987.1925
2016/03/10 14:00,290637.2284,1354180.155,656349.9921,159311.2834
2016/03/10 15:00,294184.5188,1370708.218,664360.8861,161255.7122
2016/03/10 16:00,344055.3478,1603073.794,776984.8551,188592.1474
2016/03/10 17:00,410519.0776,1912751.479,927080.7971,225023.8949
2016/03/10 18:00,461365.2636,2149661.582,1041907.428,252894.9669
2016/03/10 19:00,480121.0227,2237051.202,1084263.813,263175.8386
2016/03/10 20:00,437209.543,2037111.66,987356.2368,239654.1345
2016/03/10 21:00,369314.8952,1720766.83,834028.8334,202438.0368
2016/03/10 22:00,328087.0473,1528671.915,740923.4256,179839.2066
2016/03/10 23:00,280484.7261,1306876.108,633422.4586,153746.2422
2016/03/11 00:00,230607.9807,1074482.966,520785.1285,126406.5639
2016/03/11 01:00,196621.7778,916129.3997,444033.6257,107777.2037
2016/03/11 02:00,179667.978,837135.7367,405746.6298,98484.0666
2016/03/11 03:00,180692.3563,841908.6725,408059.9973,99045.57426
2016/03/11 04:00,179155.7888,834749.2688,404589.946,98203.31277
2016/03/11 05:00,179155.7888,834749.2688,404589.946,98203.31277
2016/03/11 06:00,191223.5067,890976.9731,431842.637,104818.1695
2016/03/11 07:00,237414.3494,1106196.21,536156.0432,130137.4395
2016/03/11 08:00,307714.4269,1433748.776,694915.661,168672.0609
2016/03/11 09:00,362393.5797,1688518.009,818398.3329,198644.1538
2016/03/11 10:00,368316.7179,1716115.974,831774.6362,201890.8911
2016/03/11 11:00,353343.2139,1646349.199,797959.7691,193683.2429
2016/03/11 12:00,337592.1289,1572959.404,762388.8804,185049.3677
2016/03/11 13:00,320285.8821,1492323.568,723305.9486,175563.0386
2016/03/11 14:00,297553.4727,1386405.348,671969.0403,163102.3867
2016/03/11 15:00,307796.411,1434130.768,695100.8068,168717
2016/03/11 16:00,332563.2088,1549527.912,751032.0019,182292.7913
2016/03/11 17:00,414420.5054,1930929.591,935891.4443,227162.4422
2016/03/11 18:00,482648.1607,2248826.019,1089970.883,264561.0762
2016/03/11 19:00,490440.8739,2285134.986,1107569.273,268832.6114
2016/03/11 20:00,447540.3818,2085246.639,1010686.51,245316.93
2016/03/11 21:00,391934.0482,1826157.348,885109.9733,214836.6078
2016/03/11 22:00,337548.1787,1572754.625,762289.627,185025.2766
2016/03/11 23:00,308700.7714,1438344.499,697143.1362,169212.7205
2016/03/12 00:00,251741.278,1172950.365,568510.7403,137990.6708
2016/03/12 01:00,210082.3798,978847.0366,474431.8857,115155.5626
2016/03/12 02:00,189338.7182,882195.0862,427586.1935,103785.0325
2016/03/12 03:00,181146.2269,844023.4139,409084.9795,99294.36107
2016/03/12 04:00,154148.11,718229.7762,348114.766,84495.48384
2016/03/12 05:00,142706.6828,664920.1787,322276.4359,78223.9251
2016/03/12 06:00,138413.9289,644918.7422,312582.0517,75870.87443
2016/03/12 07:00,150033.6926,699059.2716,338823.1216,82240.1874
2016/03/12 08:00,171457.7376,798881.365,387205.3327,93983.6661
2016/03/12 09:00,196601.4931,916034.8862,443987.8165,107766.0847
2016/03/12 10:00,242978.2791,1132120.498,548721.1409,133187.2785
2016/03/12 11:00,319258.9681,1487538.818,720986.8549,175000.141
2016/03/12 12:00,380594.8898,1773324.257,859502.5982,208621.1071
2016/03/12 13:00,414504.1799,1931319.459,936080.4075,227208.3079
2016/03/12 14:00,434844.6827,2026092.952,982015.6408,238357.8486
2016/03/12 15:00,423193.6468,1971806.714,955703.9483,231971.3939
2016/03/12 16:00,379335.5468,1767456.539,856658.6068,207930.8048
2016/03/12 17:00,376974.9125,1756457.521,851327.5544,206636.8354
2016/03/12 18:00,399190.9068,1859969.582,901498.2353,218814.417
2016/03/12 19:00,397810.7006,1853538.72,898381.2971,218057.8642
2016/03/12 20:00,350394.3227,1632609.288,791300.2482,192066.8235
2016/03/12 21:00,331679.9783,1545412.633,749037.3904,181808.6531
2016/03/12 22:00,326716.1383,1522284.373,737827.4833,179087.75
2016/03/12 23:00,298147.6459,1389173.809,673310.8698,163428.0797
2016/03/13 00:00,265647.2987,1237743.362,599914.8952,145613.1836
2016/03/13 01:00,231607.8484,1079141.698,523043.1431,126954.6361
2016/03/13 02:00,206171.6549,960625.6059,465600.2426,113011.9191
2016/03/13 03:00,183305.7044,854085.1722,413961.7567,100478.0674
2016/03/13 04:00,173589.3236,808813.1671,392019.1222,95152.08385
2016/03/13 05:00,179471.8923,836222.1054,405303.807,98376.58329
2016/03/13 06:00,188129.2417,876559.714,424854.8165,103122.0643
2016/03/13 07:00,202193.3142,942089.1299,456615.9019,110831.2124
2016/03/13 08:00,198489.6624,924832.5253,448251.8949,108801.0749
2016/03/13 09:00,225732.8864,1051768.202,509775.6369,123734.3063
2016/03/13 10:00,250973.8395,1169374.601,566777.6233,137570.0033
2016/03/13 11:00,275955.3172,1285772.013,623193.633,151263.4702
2016/03/13 12:00,327770.9437,1527199.079,740209.5647,179665.9361
2016/03/13 13:00,356051.224,1658966.762,804075.305,195167.6245
2016/03/13 14:00,392178.3101,1827295.449,885661.5931,214970.4986
2016/03/13 15:00,408281.8421,1902327.418,922028.4177,223797.5658
2016/03/13 16:00,416446.4418,1940369.134,940466.644,228272.9487
2016/03/13 17:00,406383.5304,1893482.522,917741.4346,222757.0162
2016/03/13 18:00,381770.5584,1778802.106,862157.6264,209265.5437
2016/03/13 19:00,392459.7606,1828606.825,886297.1966,215124.7743
2016/03/13 20:00,362132.414,1687301.146,817808.5387,198500.9971
2016/03/13 21:00,326103.3707,1519429.275,736443.662,178751.8647
2016/03/13 22:00,301088.0851,1402874.34,679951.3035,165039.8661
2016/03/13 23:00,301405.0339,1404351.114,680667.0731,165213.5999
2016/03/14 00:00,274231.9612,1277742.297,619301.7549,150318.8216
2016/03/14 01:00,235815.2374,1098745.39,532544.7467,129260.8945
2016/03/14 02:00,211158.3152,983860.1944,476861.6851,115745.331
2016/03/14 03:00,207397.19,966335.8014,468367.8852,113683.6898
